symbol,date,price
Litecoin,Oct 2005,23.8
Litecoin,Nov 2005,25.71
Litecoin,Dec 2005,24.29
Litecoin,Jan 2006,26.14
Litecoin,Feb 2006,25.04
Litecoin,Mar 2006,25.36
Litecoin,Apr 2006,22.5
Litecoin,May 2006,21.19
Litecoin,Jun 2006,21.8
Litecoin,Jul 2006,22.51
Litecoin,Aug 2006,24.13
Litecoin,Sep 2006,25.68
Litecoin,Oct 2006,26.96
Litecoin,Nov 2006,27.66
Litecoin,Dec 2006,28.13
Litecoin,Jan 2007,29.07
Litecoin,Feb 2007,26.63
Litecoin,Mar 2007,26.35
Litecoin,Apr 2007,28.3
Litecoin,May 2007,29.11
Litecoin,Jun 2007,27.95
Litecoin,Jul 2007,27.5
Litecoin,Aug 2007,27.34
Litecoin,Sep 2007,28.04
Litecoin,Oct 2007,35.03
Litecoin,Nov 2007,32.09
Litecoin,Dec 2007,34
Litecoin,Jan 2008,31.13
Litecoin,Feb 2008,26.07
Litecoin,Mar 2008,27.21
Litecoin,Apr 2008,27.34
Litecoin,May 2008,27.25
Litecoin,Jun 2008,26.47
Litecoin,Jul 2008,24.75
Litecoin,Aug 2008,26.36
Litecoin,Sep 2008,25.78
Litecoin,Oct 2008,21.57
Litecoin,Nov 2008,19.66
Litecoin,Dec 2008,18.91
Litecoin,Jan 2009,16.63
Litecoin,Feb 2009,15.81
Litecoin,Mar 2009,17.99
Litecoin,Apr 2009,19.84
Litecoin,May 2009,20.59
Litecoin,Jun 2009,23.42
Litecoin,Jul 2009,23.18
Litecoin,Aug 2009,24.43
Litecoin,Sep 2009,25.49
Litecoin,Oct 2009,27.48
Litecoin,Nov 2009,29.27
Litecoin,Dec 2009,30.34
Litecoin,Jan 2010,28.05
Litecoin,Feb 2010,28.67
Litecoin,Mar 2010,28.8
Ripple,Jan 2000,64.56
Ripple,Feb 2000,68.87
Ripple,Mar 2000,67
Ripple,Apr 2000,55.19
Ripple,May 2000,48.31
Ripple,Jun 2000,36.31
Ripple,Jul 2000,30.12
Ripple,Aug 2000,41.5
Ripple,Sep 2000,38.44
Ripple,Oct 2000,36.62
Ripple,Nov 2000,24.69
Ripple,Dec 2000,15.56
Ripple,Jan 2001,17.31
Ripple,Feb 2001,10.19
Ripple,Mar 2001,10.23
Ripple,Apr 2001,15.78
Ripple,May 2001,16.69
Ripple,Jun 2001,14.15
Ripple,Jul 2001,12.49
Ripple,Aug 2001,8.94
Ripple,Sep 2001,5.97
Ripple,Oct 2001,6.98
Ripple,Nov 2001,11.32
Ripple,Dec 2001,10.82
Ripple,Jan 2002,14.19
Ripple,Feb 2002,14.1
Ripple,Mar 2002,14.3
Ripple,Apr 2002,16.69
Ripple,May 2002,18.23
Ripple,Jun 2002,16.25
Ripple,Jul 2002,14.45
Ripple,Aug 2002,14.94
Ripple,Sep 2002,15.93
Ripple,Oct 2002,19.36
Ripple,Nov 2002,23.35
Ripple,Dec 2002,18.89
Ripple,Jan 2003,21.85
Ripple,Feb 2003,22.01
Ripple,Mar 2003,26.03
Ripple,Apr 2003,28.69
Ripple,May 2003,35.89
Ripple,Jun 2003,36.32
Ripple,Jul 2003,41.64
Ripple,Aug 2003,46.32
Ripple,Sep 2003,48.43
Ripple,Oct 2003,54.43
Ripple,Nov 2003,53.97
Ripple,Dec 2003,52.62
Ripple,Jan 2004,50.4
Ripple,Feb 2004,43.01
Ripple,Mar 2004,43.28
Ripple,Apr 2004,43.6
Ripple,May 2004,48.5
Ripple,Jun 2004,54.4
Ripple,Jul 2004,38.92
Ripple,Aug 2004,38.14
Ripple,Sep 2004,40.86
Ripple,Oct 2004,34.13
Ripple,Nov 2004,39.68
Ripple,Dec 2004,44.29
Ripple,Jan 2005,43.22
Ripple,Feb 2005,35.18
Ripple,Mar 2005,34.27
Ripple,Apr 2005,32.36
Ripple,May 2005,35.51
Ripple,Jun 2005,33.09
Ripple,Jul 2005,45.15
Ripple,Aug 2005,42.7
Ripple,Sep 2005,45.3
Ripple,Oct 2005,39.86
Ripple,Nov 2005,48.46
Ripple,Dec 2005,47.15
Ripple,Jan 2006,44.82
Ripple,Feb 2006,37.44
Ripple,Mar 2006,36.53
Ripple,Apr 2006,35.21
Ripple,May 2006,34.61
Ripple,Jun 2006,38.68
Ripple,Jul 2006,26.89
Ripple,Aug 2006,30.83
Ripple,Sep 2006,32.12
Ripple,Oct 2006,38.09
Ripple,Nov 2006,40.34
Ripple,Dec 2006,39.46
Ripple,Jan 2007,37.67
Ripple,Feb 2007,39.14
Ripple,Mar 2007,39.79
Ripple,Apr 2007,61.33
Ripple,May 2007,69.14
Ripple,Jun 2007,68.41
Ripple,Jul 2007,78.54
Ripple,Aug 2007,79.91
Ripple,Sep 2007,93.15
Ripple,Oct 2007,89.15
Ripple,Nov 2007,90.56
Ripple,Dec 2007,92.64
Ripple,Jan 2008,77.7
Ripple,Feb 2008,64.47
Ripple,Mar 2008,71.3
Ripple,Apr 2008,78.63
Ripple,May 2008,81.62
Ripple,Jun 2008,73.33
Ripple,Jul 2008,76.34
Ripple,Aug 2008,80.81
Ripple,Sep 2008,72.76
Ripple,Oct 2008,57.24
Ripple,Nov 2008,42.7
Ripple,Dec 2008,51.28
Ripple,Jan 2009,58.82
Ripple,Feb 2009,64.79
Ripple,Mar 2009,73.44
Ripple,Apr 2009,80.52
Ripple,May 2009,77.99
Ripple,Jun 2009,83.66
Ripple,Jul 2009,85.76
Ripple,Aug 2009,81.19
Ripple,Sep 2009,93.36
Ripple,Oct 2009,118.81
Ripple,Nov 2009,135.91
Ripple,Dec 2009,134.52
Ripple,Jan 2010,125.41
Ripple,Feb 2010,118.4
Ripple,Mar 2010,128.82
Ethereum,Jan 2000,100.52
Ethereum,Feb 2000,92.11
Ethereum,Mar 2000,106.11
Ethereum,Apr 2000,99.95
Ethereum,May 2000,96.31
Ethereum,Jun 2000,98.33
Ethereum,Jul 2000,100.74
Ethereum,Aug 2000,118.62
Ethereum,Sep 2000,101.19
Ethereum,Oct 2000,88.5
Ethereum,Nov 2000,84.12
Ethereum,Dec 2000,76.47
Ethereum,Jan 2001,100.76
Ethereum,Feb 2001,89.98
Ethereum,Mar 2001,86.63
Ethereum,Apr 2001,103.7
Ethereum,May 2001,100.82
Ethereum,Jun 2001,102.35
Ethereum,Jul 2001,94.87
Ethereum,Aug 2001,90.25
Ethereum,Sep 2001,82.82
Ethereum,Oct 2001,97.58
Ethereum,Nov 2001,104.5
Ethereum,Dec 2001,109.36
Ethereum,Jan 2002,97.54
Ethereum,Feb 2002,88.82
Ethereum,Mar 2002,94.15
Ethereum,Apr 2002,75.82
Ethereum,May 2002,72.97
Ethereum,Jun 2002,65.31
Ethereum,Jul 2002,63.86
Ethereum,Aug 2002,68.52
Ethereum,Sep 2002,53.01
Ethereum,Oct 2002,71.76
Ethereum,Nov 2002,79.16
Ethereum,Dec 2002,70.58
Ethereum,Jan 2003,71.22
Ethereum,Feb 2003,71.13
Ethereum,Mar 2003,71.57
Ethereum,Apr 2003,77.47
Ethereum,May 2003,80.48
Ethereum,Jun 2003,75.42
Ethereum,Jul 2003,74.28
Ethereum,Aug 2003,75.12
Ethereum,Sep 2003,80.91
Ethereum,Oct 2003,81.96
Ethereum,Nov 2003,83.08
Ethereum,Dec 2003,85.05
Ethereum,Jan 2004,91.06
Ethereum,Feb 2004,88.7
Ethereum,Mar 2004,84.41
Ethereum,Apr 2004,81.04
Ethereum,May 2004,81.59
Ethereum,Jun 2004,81.19
Ethereum,Jul 2004,80.19
Ethereum,Aug 2004,78.17
Ethereum,Sep 2004,79.13
Ethereum,Oct 2004,82.84
Ethereum,Nov 2004,87.15
Ethereum,Dec 2004,91.16
Ethereum,Jan 2005,86.39
Ethereum,Feb 2005,85.78
Ethereum,Mar 2005,84.66
Ethereum,Apr 2005,70.77
Ethereum,May 2005,70.18
Ethereum,Jun 2005,68.93
Ethereum,Jul 2005,77.53
Ethereum,Aug 2005,75.07
Ethereum,Sep 2005,74.7
Ethereum,Oct 2005,76.25
Ethereum,Nov 2005,82.98
Ethereum,Dec 2005,76.73
Ethereum,Jan 2006,75.89
Ethereum,Feb 2006,75.09
Ethereum,Mar 2006,77.17
Ethereum,Apr 2006,77.05
Ethereum,May 2006,75.04
Ethereum,Jun 2006,72.15
Ethereum,Jul 2006,72.7
Ethereum,Aug 2006,76.35
Ethereum,Sep 2006,77.26
Ethereum,Oct 2006,87.06
Ethereum,Nov 2006,86.95
Ethereum,Dec 2006,91.9
Ethereum,Jan 2007,93.79
Ethereum,Feb 2007,88.18
Ethereum,Mar 2007,89.44
Ethereum,Apr 2007,96.98
Ethereum,May 2007,101.54
Ethereum,Jun 2007,100.25
Ethereum,Jul 2007,105.4
Ethereum,Aug 2007,111.54
Ethereum,Sep 2007,112.6
Ethereum,Oct 2007,111
Ethereum,Nov 2007,100.9
Ethereum,Dec 2007,103.7
Ethereum,Jan 2008,102.75
Ethereum,Feb 2008,109.64
Ethereum,Mar 2008,110.87
Ethereum,Apr 2008,116.23
Ethereum,May 2008,125.14
Ethereum,Jun 2008,114.6
Ethereum,Jul 2008,123.74
Ethereum,Aug 2008,118.16
Ethereum,Sep 2008,113.53
Ethereum,Oct 2008,90.24
Ethereum,Nov 2008,79.65
Ethereum,Dec 2008,82.15
Ethereum,Jan 2009,89.46
Ethereum,Feb 2009,90.32
Ethereum,Mar 2009,95.09
Ethereum,Apr 2009,101.29
Ethereum,May 2009,104.85
Ethereum,Jun 2009,103.01
Ethereum,Jul 2009,116.34
Ethereum,Aug 2009,117
Ethereum,Sep 2009,118.55
Ethereum,Oct 2009,119.54
Ethereum,Nov 2009,125.79
Ethereum,Dec 2009,130.32
Ethereum,Jan 2010,121.85
Ethereum,Feb 2010,127.16
Ethereum,Mar 2010,125.55
Bitcoin,Jan 2000,25.94
Bitcoin,Feb 2000,28.66
Bitcoin,Mar 2000,33.95
Bitcoin,Apr 2000,31.01
Bitcoin,May 2000,21
Bitcoin,Jun 2000,26.19
Bitcoin,Jul 2000,25.41
Bitcoin,Aug 2000,30.47
Bitcoin,Sep 2000,12.88
Bitcoin,Oct 2000,9.78
Bitcoin,Nov 2000,8.25
Bitcoin,Dec 2000,7.44
Bitcoin,Jan 2001,10.81
Bitcoin,Feb 2001,9.12
Bitcoin,Mar 2001,11.03
Bitcoin,Apr 2001,12.74
Bitcoin,May 2001,9.98
Bitcoin,Jun 2001,11.62
Bitcoin,Jul 2001,9.4
Bitcoin,Aug 2001,9.27
Bitcoin,Sep 2001,7.76
Bitcoin,Oct 2001,8.78
Bitcoin,Nov 2001,10.65
Bitcoin,Dec 2001,10.95
Bitcoin,Jan 2002,12.36
Bitcoin,Feb 2002,10.85
Bitcoin,Mar 2002,11.84
Bitcoin,Apr 2002,12.14
Bitcoin,May 2002,11.65
Bitcoin,Jun 2002,8.86
Bitcoin,Jul 2002,7.63
Bitcoin,Aug 2002,7.38
Bitcoin,Sep 2002,7.25
Bitcoin,Oct 2002,8.03
Bitcoin,Nov 2002,7.75
Bitcoin,Dec 2002,7.16
Bitcoin,Jan 2003,7.18
Bitcoin,Feb 2003,7.51
Bitcoin,Mar 2003,7.07
Bitcoin,Apr 2003,7.11
Bitcoin,May 2003,8.98
Bitcoin,Jun 2003,9.53
Bitcoin,Jul 2003,10.54
Bitcoin,Aug 2003,11.31
Bitcoin,Sep 2003,10.36
Bitcoin,Oct 2003,11.44
Bitcoin,Nov 2003,10.45
Bitcoin,Dec 2003,10.69
Bitcoin,Jan 2004,11.28
Bitcoin,Feb 2004,11.96
Bitcoin,Mar 2004,13.52
Bitcoin,Apr 2004,12.89
Bitcoin,May 2004,14.03
Bitcoin,Jun 2004,16.27
Bitcoin,Jul 2004,16.17
Bitcoin,Aug 2004,17.25
Bitcoin,Sep 2004,19.38
Bitcoin,Oct 2004,26.2
Bitcoin,Nov 2004,33.53
Bitcoin,Dec 2004,32.2
Bitcoin,Jan 2005,38.45
Bitcoin,Feb 2005,44.86
Bitcoin,Mar 2005,41.67
Bitcoin,Apr 2005,36.06
Bitcoin,May 2005,39.76
Bitcoin,Jun 2005,36.81
Bitcoin,Jul 2005,42.65
Bitcoin,Aug 2005,46.89
Bitcoin,Sep 2005,53.61
Bitcoin,Oct 2005,57.59
Bitcoin,Nov 2005,67.82
Bitcoin,Dec 2005,71.89
Bitcoin,Jan 2006,75.51
Bitcoin,Feb 2006,68.49
Bitcoin,Mar 2006,62.72
Bitcoin,Apr 2006,70.39
Bitcoin,May 2006,59.77
Bitcoin,Jun 2006,57.27
Bitcoin,Jul 2006,67.96
Bitcoin,Aug 2006,67.85
Bitcoin,Sep 2006,76.98
Bitcoin,Oct 2006,81.08
Bitcoin,Nov 2006,91.66
Bitcoin,Dec 2006,84.84
Bitcoin,Jan 2007,85.73
Bitcoin,Feb 2007,84.61
Bitcoin,Mar 2007,92.91
Bitcoin,Apr 2007,99.8
Bitcoin,May 2007,121.19
Bitcoin,Jun 2007,122.04
Bitcoin,Jul 2007,131.76
Bitcoin,Aug 2007,138.48
Bitcoin,Sep 2007,153.47
Bitcoin,Oct 2007,189.95
Bitcoin,Nov 2007,182.22
Bitcoin,Dec 2007,198.08
Bitcoin,Jan 2008,135.36
Bitcoin,Feb 2008,125.02
Bitcoin,Mar 2008,143.5
Bitcoin,Apr 2008,173.95
Bitcoin,May 2008,188.75
Bitcoin,Jun 2008,167.44
Bitcoin,Jul 2008,158.95
Bitcoin,Aug 2008,169.53
Bitcoin,Sep 2008,113.66
Bitcoin,Oct 2008,107.59
Bitcoin,Nov 2008,92.67
Bitcoin,Dec 2008,85.35
Bitcoin,Jan 2009,90.13
Bitcoin,Feb 2009,89.31
Bitcoin,Mar 2009,105.12
Bitcoin,Apr 2009,125.83
Bitcoin,May 2009,135.81
Bitcoin,Jun 2009,142.43
Bitcoin,Jul 2009,163.39
Bitcoin,Aug 2009,168.21
Bitcoin,Sep 2009,185.35
Bitcoin,Oct 2009,188.5
Bitcoin,Nov 2009,199.91
Bitcoin,Dec 2009,210.73
Bitcoin,Jan 2010,192.06
Bitcoin,Feb 2010,204.62
Bitcoin,Mar 2010,223.02
